verification_id,date,campaign_key,placement_key,segment_key,measured_impressions,risky_impressions,blocked_impressions
2126,2025-02-06,101,306,905,76826,2968,1627
2127,2025-02-06,101,306,901,74127,3653,1743
2128,2025-02-06,101,306,905,62586,3114,1675
2129,2025-02-06,104,306,902,77642,978,496
2130,2025-02-06,104,302,905,57037,1538,756
2131,2025-02-06,104,302,902,53894,1153,489
2132,2025-02-06,104,302,904,51487,1814,797
2133,2025-02-06,101,303,905,21547,825,331
2134,2025-02-06,101,303,904,20879,226,111
2135,2025-02-06,101,303,905,25004,578,282
2136,2025-02-06,102,305,903,47551,2032,857
2137,2025-02-06,101,302,904,22264,466,238
2138,2025-02-06,101,302,903,25563,698,411
2139,2025-02-06,101,302,903,26199,977,456
2140,2025-02-06,102,305,902,10729,400,267
2141,2025-02-06,104,301,905,10885,141,95
2142,2025-02-06,104,301,903,11697,183,74
2143,2025-02-06,104,301,902,12062,438,201
2144,2025-02-06,106,305,902,33326,877,297
2145,2025-02-06,106,305,903,37283,468,261
2146,2025-02-06,106,301,902,38255,1506,582
2147,2025-02-06,106,301,903,33320,423,253
2148,2025-02-06,106,302,901,31757,1294,550
2149,2025-02-06,101,303,904,35669,1065,608
2150,2025-02-06,101,303,905,32673,1110,610
2151,2025-02-06,101,303,901,31837,674,324
2152,2025-02-06,104,305,904,42013,687,363
2153,2025-02-06,104,305,904,37654,823,300
2154,2025-02-07,102,301,901,41597,452,261
2155,2025-02-07,105,304,904,17572,459,278
2156,2025-02-07,105,304,902,16625,756,484
2157,2025-02-07,101,306,901,38077,516,235
2158,2025-02-07,101,306,901,42298,1878,1298
2159,2025-02-07,102,303,904,77327,1701,910
2160,2025-02-07,105,304,905,68822,2840,1833
2161,2025-02-07,105,304,905,71821,1223,685
2162,2025-02-07,105,304,903,71729,980,456
2163,2025-02-07,106,306,901,59102,2140,1023
2164,2025-02-07,106,306,901,53667,1585,505
2165,2025-02-07,102,302,905,17015,824,529
2166,2025-02-07,101,306,902,71015,854,558
2167,2025-02-07,101,306,902,75967,1556,1060
2168,2025-02-07,101,306,903,77121,999,438
2169,2025-02-07,106,305,905,47965,1922,1060
2170,2025-02-07,103,301,902,38306,895,590
2171,2025-02-07,105,303,901,26358,841,346
2172,2025-02-07,105,303,903,25758,1004,554
2173,2025-02-07,105,303,902,24227,586,335
2174,2025-02-07,101,305,904,59847,1565,716
2175,2025-02-07,101,305,903,62176,1092,329
2176,2025-02-07,103,303,903,87754,4330,2891
2177,2025-02-07,103,303,904,79141,1027,544
2178,2025-02-07,102,304,903,52973,1346,612
2179,2025-02-07,102,304,903,50441,783,473
2180,2025-02-07,102,304,905,48480,2263,840
2181,2025-02-07,106,304,903,22906,624,205
2182,2025-02-07,106,304,901,22869,276,88
2183,2025-02-07,103,304,901,16239,603,204
2184,2025-02-07,103,304,904,19391,699,439
2185,2025-02-07,106,302,901,73791,2433,1088
2186,2025-02-07,106,302,905,79134,2723,1184
2187,2025-02-07,106,302,904,79462,2828,1410
2188,2025-02-07,106,303,902,26526,623,288
2189,2025-02-07,106,303,905,56663,1427,708
2190,2025-02-07,106,303,902,57399,2758,1191
2191,2025-02-07,106,303,903,51904,1736,902
2192,2025-02-07,101,303,904,84916,3419,1573
2193,2025-02-07,101,303,904,88991,3114,2159
2194,2025-02-07,106,304,902,72277,2240,1424
2195,2025-02-07,106,304,905,73675,858,343
2196,2025-02-07,106,302,902,28258,932,347
2197,2025-02-07,104,306,904,33652,1225,680
2198,2025-02-07,105,305,902,57783,1302,458
2199,2025-02-07,105,305,901,55867,1676,1149
2200,2025-02-07,105,305,903,57888,1939,1149
2201,2025-02-07,101,304,902,52840,784,475
2202,2025-02-07,101,304,904,45959,558,376
2203,2025-02-07,101,304,903,48596,585,339
2204,2025-02-07,103,302,905,71524,921,422
2205,2025-02-07,106,304,902,25523,546,288
2206,2025-02-07,106,304,905,25135,314,205
2207,2025-02-07,102,302,901,40403,677,445
2208,2025-02-07,102,302,903,48004,643,386
2209,2025-02-07,103,301,904,52230,1715,837
2210,2025-02-07,103,301,904,53442,2653,1431
2211,2025-02-07,103,301,905,53181,611,205
2212,2025-02-07,104,302,903,13363,336,129
2213,2025-02-07,104,302,904,13170,390,140
2214,2025-02-08,104,306,904,53970,2082,705
2215,2025-02-08,104,306,905,57463,960,374
2216,2025-02-08,104,306,903,53770,1658,542
2217,2025-02-08,104,305,903,10191,489,251
2218,2025-02-08,104,305,905,10889,478,328
2219,2025-02-08,104,305,901,9704,114,59
2220,2025-02-08,105,302,904,28756,563,362
2221,2025-02-08,105,302,903,25068,465,168
2222,2025-02-08,105,302,901,28519,604,387
2223,2025-02-08,102,305,903,37800,1308,769
2224,2025-02-08,102,305,905,33176,1533,547
2225,2025-02-08,103,306,903,57732,1932,818
2226,2025-02-08,103,306,902,65540,2878,1164
2227,2025-02-08,104,301,904,24577,1220,711
2228,2025-02-08,104,301,903,23315,1050,708
2229,2025-02-08,105,306,905,83662,3686,1976
2230,2025-02-08,105,306,903,84287,2193,1075
2231,2025-02-08,106,304,902,26825,642,398
2232,2025-02-08,106,304,902,28601,1085,495
2233,2025-02-08,106,304,902,26505,1194,538
2234,2025-02-08,101,304,904,70945,2636,1139
2235,2025-02-08,101,304,903,72414,2716,1024
2236,2025-02-08,101,304,901,66537,1933,750
2237,2025-02-08,102,301,903,34303,606,423
2238,2025-02-08,102,301,901,30971,732,304
2239,2025-02-08,102,301,901,32276,1467,790
2240,2025-02-08,102,304,901,18267,833,281
2241,2025-02-08,102,301,904,44604,1455,811
2242,2025-02-08,103,301,904,66180,2346,1530
2243,2025-02-08,103,301,901,71118,1279,548
2244,2025-02-08,103,301,903,60771,768,242
2245,2025-02-08,105,305,903,32403,1272,629
2246,2025-02-08,105,305,904,28232,1096,412
2247,2025-02-08,105,303,904,53345,1010,521
2248,2025-02-08,105,303,904,47622,1520,487
2249,2025-02-08,106,302,905,28284,967,432
2250,2025-02-08,106,302,903,24112,1042,377
2251,2025-02-08,106,305,904,73504,1213,472
2252,2025-02-08,106,305,905,61083,2673,1819
2253,2025-02-08,103,303,905,57520,1159,405
2254,2025-02-08,103,306,904,66148,1373,935
2255,2025-02-08,103,306,902,74668,2292,1348
2256,2025-02-08,103,306,905,64176,1171,758
2257,2025-02-08,106,305,904,18972,207,119
2258,2025-02-08,106,305,905,22174,961,467
2259,2025-02-08,106,305,905,21165,680,410
2260,2025-02-08,102,302,902,77446,1692,896
2261,2025-02-08,105,306,904,33279,1536,474
2262,2025-02-08,105,306,901,40321,1299,551
2263,2025-02-08,105,306,903,36685,1802,598
2264,2025-02-08,103,304,904,40654,1396,533
2265,2025-02-08,105,303,904,16004,279,149
2266,2025-02-08,105,303,902,15603,487,319
2267,2025-02-08,105,302,904,20935,556,226
2268,2025-02-08,104,306,901,20752,358,230
2269,2025-02-08,102,302,905,83543,1701,878
2270,2025-02-08,102,302,901,79531,1933,670
2271,2025-02-08,102,302,905,74728,1926,1144
2272,2025-02-08,104,301,905,16955,817,455
2273,2025-02-08,102,301,905,45603,2040,1153
2274,2025-02-08,102,301,904,51949,1965,979
2275,2025-02-08,101,305,902,40451,993,514
2276,2025-02-08,103,303,902,14865,626,370
2277,2025-02-08,103,303,903,15023,451,229
2278,2025-02-08,103,303,901,15854,790,550
2279,2025-02-08,104,302,903,50317,1426,940
2280,2025-02-08,105,303,904,60940,952,643
2281,2025-02-09,106,304,901,38799,503,218
2282,2025-02-09,104,304,903,74303,3213,1072
2283,2025-02-09,102,305,903,44446,1359,925
2284,2025-02-09,102,305,903,42749,523,236
2285,2025-02-09,102,305,904,43714,1503,775
2286,2025-02-09,106,306,902,22908,229,86
2287,2025-02-09,106,306,903,24592,907,284
2288,2025-02-09,106,306,904,23885,688,478
2289,2025-02-09,101,303,903,42923,471,238
2290,2025-02-09,101,303,901,47246,1021,436
2291,2025-02-09,101,305,903,31143,1412,756
2292,2025-02-09,101,305,902,34085,1003,612
2293,2025-02-09,101,305,903,31188,728,244
2294,2025-02-09,103,305,905,49294,644,229
2295,2025-02-09,103,301,902,29725,1204,747
2296,2025-02-09,103,301,904,25002,634,363
2297,2025-02-09,103,301,902,28002,768,453
2298,2025-02-09,103,304,905,60494,2449,1486
2299,2025-02-09,105,302,904,44418,1628,899
2300,2025-02-09,101,304,904,44720,2183,1439
2301,2025-02-09,101,305,902,56138,692,467
2302,2025-02-09,101,305,903,56410,986,588
2303,2025-02-09,101,305,903,64135,1981,693
2304,2025-02-09,102,302,904,13368,385,185
2305,2025-02-09,104,302,905,61258,2192,1514
2306,2025-02-09,102,305,902,59464,2729,1433
2307,2025-02-09,102,305,904,58581,1111,652
2308,2025-02-09,103,304,903,70135,2294,1553
2309,2025-02-09,103,304,903,73588,3540,2468
2310,2025-02-09,103,304,904,79892,1631,1091
2311,2025-02-09,105,304,901,71217,2431,736
2312,2025-02-09,101,302,903,47095,749,317
2313,2025-02-09,102,304,901,49691,750,468
2314,2025-02-09,102,304,903,51287,2184,1018
2315,2025-02-09,102,304,905,54059,1271,777
2316,2025-02-09,103,306,903,60067,1925,889
2317,2025-02-09,106,306,904,49676,914,364
2318,2025-02-10,101,303,901,66958,1248,835
2319,2025-02-10,101,303,905,57726,2262,1228
2320,2025-02-10,103,304,904,16316,383,119
2321,2025-02-10,106,302,905,35437,483,324
2322,2025-02-10,106,302,904,38111,1081,676
2323,2025-02-10,106,302,901,37156,1689,736
2324,2025-02-10,104,302,904,13720,466,251
2325,2025-02-10,101,304,901,59989,2817,1627
2326,2025-02-10,106,306,902,52785,2444,852
2327,2025-02-10,106,306,903,48618,1222,619
2328,2025-02-10,101,304,902,58847,1625,1056
2329,2025-02-10,101,304,902,63147,2175,1119
2330,2025-02-10,101,301,903,23723,355,135
2331,2025-02-10,101,301,905,22276,542,320
2332,2025-02-10,101,301,904,23009,595,314
2333,2025-02-10,104,301,905,28646,435,154
2334,2025-02-10,104,301,902,30012,1489,911
2335,2025-02-10,104,301,902,31227,346,140
2336,2025-02-10,102,305,903,29338,712,356
2337,2025-02-10,102,305,904,28209,683,282
2338,2025-02-10,102,305,903,26849,581,373
2339,2025-02-10,106,303,901,72576,3600,2181
2340,2025-02-10,106,303,904,70267,3364,2170
2341,2025-02-10,106,303,902,76233,2278,1283
2342,2025-02-10,103,305,904,15590,322,148
2343,2025-02-10,103,305,904,17046,208,110
2344,2025-02-10,103,305,903,15886,337,122
2345,2025-02-10,101,302,901,9947,139,75
2346,2025-02-10,101,302,903,10952,452,146
2347,2025-02-10,104,303,903,41810,1104,505
2348,2025-02-10,104,303,905,42934,1079,335
2349,2025-02-10,103,304,905,7603,209,135
2350,2025-02-10,103,304,901,8766,306,147
2351,2025-02-10,103,306,904,23481,490,217
2352,2025-02-10,103,306,901,21316,367,248
2353,2025-02-10,103,306,905,23181,237,101
2354,2025-02-10,104,306,901,68556,2619,938
2355,2025-02-10,104,302,902,71579,2149,1356
2356,2025-02-10,104,302,904,81395,3163,1161
2357,2025-02-10,104,302,903,78535,1765,1010
2358,2025-02-10,106,303,903,57999,2711,1055
2359,2025-02-10,104,304,904,9092,213,72
2360,2025-02-10,104,304,905,10340,228,138
2361,2025-02-10,102,303,901,26271,1277,826
2362,2025-02-10,102,303,905,27921,305,142
2363,2025-02-10,103,306,905,26213,1003,304
2364,2025-02-10,103,306,905,21192,409,261
2365,2025-02-11,106,305,903,10214,266,115
2366,2025-02-11,106,305,904,10521,427,197
2367,2025-02-11,106,305,902,8735,91,62
2368,2025-02-11,102,301,905,46000,2282,813
2369,2025-02-11,103,306,905,86248,3350,2221
2370,2025-02-11,103,306,903,86297,3773,2521
2371,2025-02-11,103,306,902,85964,916,284
2372,2025-02-11,105,304,903,62780,2042,1380
2373,2025-02-11,105,304,903,72468,1865,706
2374,2025-02-11,106,306,904,76376,2871,1665
2375,2025-02-11,103,305,903,38345,476,194
2376,2025-02-11,103,305,905,35032,862,415
2377,2025-02-11,103,305,902,35148,1156,410
2378,2025-02-11,105,301,905,75223,1508,757
2379,2025-02-11,102,306,903,80838,3073,1613
2380,2025-02-11,101,304,901,20955,765,367
2381,2025-02-11,101,304,904,20095,577,221
2382,2025-02-11,101,304,901,22333,688,377
2383,2025-02-11,105,305,904,22924,1022,485
2384,2025-02-11,105,305,903,22985,790,390
2385,2025-02-11,104,301,901,10784,144,83
2386,2025-02-11,104,301,903,9760,429,155
2387,2025-02-11,106,304,905,34490,695,257
2388,2025-02-11,105,301,903,52801,1874,1121
2389,2025-02-11,105,301,905,50201,970,674
2390,2025-02-11,106,306,904,53229,1089,584
2391,2025-02-11,106,306,902,51886,941,454
2392,2025-02-11,106,306,905,64679,2297,1003
2393,2025-02-11,105,305,901,50758,1504,707
2394,2025-02-11,105,305,902,47185,1928,1220
2395,2025-02-11,105,305,903,48963,1144,748
2396,2025-02-11,101,302,905,57551,2600,1462
2397,2025-02-11,101,302,905,60798,2273,1289
2398,2025-02-11,101,302,905,66683,2655,1610
2399,2025-02-11,103,301,903,82544,1682,702
2400,2025-02-11,103,301,905,84386,2578,931
2401,2025-02-11,103,301,901,85976,3746,2293
2402,2025-02-11,103,303,904,65530,2045,1232
2403,2025-02-11,103,303,904,65126,2203,1054
2404,2025-02-11,105,303,902,36370,1096,747
2405,2025-02-11,105,303,904,40698,1395,507
2406,2025-02-11,105,303,902,42502,735,241
2407,2025-02-11,102,304,902,44799,2092,1049
2408,2025-02-11,102,304,905,45437,2051,727
2409,2025-02-11,103,301,902,53356,2067,706
2410,2025-02-11,103,301,902,54888,1235,540
2411,2025-02-11,103,301,904,55923,2785,902
2412,2025-02-11,106,302,903,64369,1099,426
2413,2025-02-11,103,303,902,36943,849,392
2414,2025-02-11,103,301,905,26387,864,314
2415,2025-02-11,103,301,903,27318,1343,507
2416,2025-02-11,101,301,903,18003,597,353
2417,2025-02-11,106,301,905,27602,1180,734
2418,2025-02-11,104,301,905,30542,1303,635
2419,2025-02-11,104,304,904,63234,1156,426
2420,2025-02-11,106,303,902,49950,1363,740
2421,2025-02-11,105,305,903,58382,1973,1338
2422,2025-02-11,105,305,905,67304,1744,885
2423,2025-02-12,102,304,902,42731,1076,608
2424,2025-02-12,102,304,905,36066,1650,784
2425,2025-02-12,105,306,902,51300,668,322
2426,2025-02-12,105,306,904,45565,811,428
2427,2025-02-12,105,306,901,43934,1053,376
2428,2025-02-12,101,304,905,73336,3011,1046
2429,2025-02-12,101,304,904,63869,2019,1373
2430,2025-02-12,101,306,903,41296,1257,869
2431,2025-02-12,101,306,901,43355,1900,1143
2432,2025-02-12,104,306,904,70859,2776,1571
2433,2025-02-12,104,306,902,75311,1533,621
2434,2025-02-12,105,302,905,23363,798,363
2435,2025-02-12,105,302,905,23964,1074,625
2436,2025-02-12,105,302,902,27698,999,385
2437,2025-02-12,105,301,903,66433,1586,875
2438,2025-02-12,105,301,905,61219,1436,649
2439,2025-02-12,105,301,905,72845,1413,713
2440,2025-02-12,106,304,902,40713,1713,974
2441,2025-02-12,101,306,902,58244,1618,873
2442,2025-02-12,101,306,903,55717,1993,1234
2443,2025-02-12,101,304,905,16505,446,262
2444,2025-02-12,101,304,903,17028,589,275
2445,2025-02-12,101,304,905,16551,536,259
2446,2025-02-12,101,303,905,29127,462,148
2447,2025-02-12,101,303,905,31698,899,371
2448,2025-02-12,106,303,901,71005,2182,1278
2449,2025-02-12,106,303,901,66511,1695,974
2450,2025-02-12,105,306,902,26175,365,226
2451,2025-02-12,105,306,903,27027,1007,349
2452,2025-02-12,102,301,903,19840,638,372
2453,2025-02-12,102,301,901,21614,443,302
2454,2025-02-12,101,304,903,28025,286,153
2455,2025-02-12,101,304,902,23824,1103,738
2456,2025-02-12,106,301,901,54794,1027,341
2457,2025-02-12,106,301,901,50961,940,432
2458,2025-02-12,106,301,904,50271,1175,470
2459,2025-02-12,105,303,902,36820,1522,605
2460,2025-02-12,104,304,901,19028,870,591
2461,2025-02-12,104,304,903,18872,316,213
2462,2025-02-12,103,305,902,78813,841,342
2463,2025-02-12,103,305,905,75137,2944,1320
2464,2025-02-12,103,305,901,79207,3103,1113
2465,2025-02-12,102,305,903,73979,2613,993
2466,2025-02-12,102,305,903,80677,1273,734
2467,2025-02-12,102,305,901,77112,1337,520
2468,2025-02-12,106,305,902,53028,1494,798
2469,2025-02-12,103,305,901,76155,1978,1073
2470,2025-02-12,103,305,902,84212,2486,854
2471,2025-02-12,104,303,903,44011,1208,400
2472,2025-02-12,104,306,904,11482,241,128
2473,2025-02-12,104,306,901,9625,279,119
2474,2025-02-12,104,306,904,9557,282,136
2475,2025-02-12,101,306,901,36056,647,274
2476,2025-02-12,101,306,905,42198,1287,821
2477,2025-02-12,101,306,903,35754,1681,591
2478,2025-02-12,102,301,901,64755,1031,620
2479,2025-02-12,106,301,901,19843,409,141
2480,2025-02-12,106,301,905,22256,324,167
2481,2025-02-12,106,301,903,21788,919,564
2482,2025-02-12,102,301,902,41601,1904,727
2483,2025-02-12,102,301,904,42017,1989,1002
2484,2025-02-12,102,306,904,29801,664,305
2485,2025-02-12,102,305,905,23461,826,439
2486,2025-02-12,102,305,902,19258,895,437
2487,2025-02-12,102,305,903,22633,670,360
2488,2025-02-12,106,302,903,55247,1768,782
2489,2025-02-12,106,302,904,58517,738,370
2490,2025-02-12,106,302,905,53008,1359,619
2491,2025-02-12,103,303,901,41171,1904,1329
2492,2025-02-12,105,303,902,24177,780,530
2493,2025-02-12,105,303,905,24645,1006,362
2494,2025-02-12,105,303,901,26824,802,313
2495,2025-02-12,103,305,901,59728,2812,1002
2496,2025-02-12,103,305,903,54632,1543,642
2497,2025-02-12,103,305,903,53677,2250,1468
2498,2025-02-12,106,303,904,38309,1329,695
2499,2025-02-12,106,303,902,38420,1420,549
2500,2025-02-12,106,302,903,17109,471,195
2501,2025-02-12,106,302,905,16951,204,88
2502,2025-02-12,104,302,901,67596,1214,554
2503,2025-02-12,104,302,904,81851,3984,1873
2504,2025-02-12,103,306,905,37399,379,225
2505,2025-02-12,103,306,904,31587,1214,556
2506,2025-02-12,103,306,903,35256,576,391
2507,2025-02-12,103,304,902,50207,878,420
2508,2025-02-12,103,304,905,49324,1522,578
2509,2025-02-12,103,304,904,51610,1230,800
2510,2025-02-13,106,303,903,44518,1027,509
2511,2025-02-13,106,303,901,47396,1588,997
2512,2025-02-13,102,303,902,43879,836,315
2513,2025-02-13,103,301,902,84006,1198,387
2514,2025-02-13,101,306,905,40964,655,290
2515,2025-02-13,101,306,904,37176,1731,1048
2516,2025-02-13,101,306,904,42608,1560,778
2517,2025-02-13,102,302,903,14626,568,210
2518,2025-02-13,102,302,904,12872,512,348
2519,2025-02-13,102,302,903,13005,624,376
2520,2025-02-13,105,305,905,12514,538,313
2521,2025-02-13,105,305,901,14287,619,298
2522,2025-02-13,101,301,901,41972,926,499
2523,2025-02-13,101,301,902,44417,1933,894
2524,2025-02-13,101,301,904,45122,1117,587
2525,2025-02-13,103,304,901,66843,1286,736
2526,2025-02-13,103,301,904,72203,2532,815
2527,2025-02-13,103,301,904,73817,1324,806
2528,2025-02-13,104,303,902,68179,2377,1539
2529,2025-02-13,104,302,905,47136,903,376
2530,2025-02-13,104,302,904,50900,1834,706
2531,2025-02-13,105,303,903,58518,2723,1788
2532,2025-02-13,106,306,903,68861,1177,472
2533,2025-02-13,102,303,902,12033,295,172
2534,2025-02-13,102,303,903,11057,271,157
2535,2025-02-13,102,303,905,12281,240,112
2536,2025-02-13,106,306,904,11506,312,111
2537,2025-02-13,106,306,905,11125,283,98
2538,2025-02-13,106,306,905,10368,118,78
2539,2025-02-13,105,301,902,22038,474,178
2540,2025-02-13,101,301,903,58039,1766,1123
2541,2025-02-13,101,301,903,54891,1529,906
2542,2025-02-13,101,301,903,54691,2066,1413
2543,2025-02-13,104,302,904,45427,2037,820
2544,2025-02-13,104,302,902,47156,548,180
2545,2025-02-13,105,301,901,56287,1321,413
2546,2025-02-13,105,301,904,63848,1894,1061
2547,2025-02-13,101,303,903,27826,596,324
2548,2025-02-13,101,303,901,25936,1045,471
2549,2025-02-13,101,303,902,27727,581,329
2550,2025-02-13,101,304,905,16935,829,569
2551,2025-02-13,101,302,904,23743,541,269
2552,2025-02-13,101,302,903,24115,521,202
2553,2025-02-13,101,302,904,23134,827,507
2554,2025-02-13,102,302,903,42521,1501,533
2555,2025-02-13,102,302,902,42595,457,219
2556,2025-02-13,102,302,901,43638,722,363
2557,2025-02-13,104,305,903,70066,2997,1539
2558,2025-02-13,102,303,905,39066,1320,470
2559,2025-02-13,102,303,905,32289,538,347
2560,2025-02-13,105,304,901,56070,649,309
2561,2025-02-13,105,304,902,59235,1227,628
2562,2025-02-13,105,306,901,32061,1303,771
2563,2025-02-13,105,306,902,30179,410,148
2564,2025-02-13,102,301,905,36014,962,293
2565,2025-02-13,102,301,903,41874,1329,582
2566,2025-02-13,106,302,903,81635,1682,1065
2567,2025-02-13,106,302,903,36186,378,117
2568,2025-02-13,106,302,903,38917,581,286
2569,2025-02-13,105,305,901,47474,2336,1450
2570,2025-02-13,105,305,903,44898,1038,387
2571,2025-02-13,105,305,901,50897,1523,534
2572,2025-02-13,101,304,901,70302,3310,1906
2573,2025-02-13,101,304,902,73844,1709,596
2574,2025-02-13,105,301,904,64130,1202,810
2575,2025-02-13,106,306,904,10833,206,87
2576,2025-02-13,103,302,903,77410,3627,1692
2577,2025-02-13,106,306,902,59628,2709,1548
2578,2025-02-13,106,306,904,19709,240,155
2579,2025-02-13,105,305,904,93983,2423,1455
2580,2025-02-13,103,302,901,21598,544,186
2581,2025-02-14,101,306,901,20420,254,170
2582,2025-02-14,101,306,904,19533,712,447
2583,2025-02-14,101,306,903,21502,321,112
2584,2025-02-14,104,305,905,55395,1964,884
2585,2025-02-14,104,305,905,50056,1656,1001
2586,2025-02-14,105,301,902,22373,528,301
2587,2025-02-14,103,305,904,71274,803,381
2588,2025-02-14,103,305,902,77576,2563,1477
2589,2025-02-14,103,305,902,77195,1625,844
2590,2025-02-14,105,302,903,50886,2511,918
2591,2025-02-14,105,302,902,51824,1040,371
2592,2025-02-14,106,302,901,12914,483,168
2593,2025-02-14,103,305,901,80432,952,472
2594,2025-02-14,101,301,901,38546,1481,491
2595,2025-02-14,106,302,904,24551,381,170
2596,2025-02-14,106,302,905,25438,798,328
2597,2025-02-14,106,302,905,26055,729,271
2598,2025-02-14,101,305,905,18879,667,374
2599,2025-02-14,101,303,905,41272,1267,737
2600,2025-02-14,101,305,905,12539,252,94
2601,2025-02-14,101,305,902,14081,620,254
2602,2025-02-14,101,305,903,14509,412,270
2603,2025-02-14,101,306,903,17497,871,331
2604,2025-02-14,101,306,905,19255,729,347
2605,2025-02-14,101,306,904,18523,628,194
2606,2025-02-14,105,301,905,42807,1183,608
2607,2025-02-14,105,301,902,49848,2024,1106
2608,2025-02-14,105,301,901,47210,499,280
2609,2025-02-14,103,304,904,54275,900,411
2610,2025-02-14,102,306,904,41293,1130,432
2611,2025-02-14,103,305,902,67609,1826,1117
2612,2025-02-14,104,305,902,65876,3090,1137
2613,2025-02-14,104,305,903,72346,2213,737
2614,2025-02-14,104,305,901,64916,1318,464
2615,2025-02-14,104,301,902,35191,377,133
2616,2025-02-14,104,301,905,34047,1260,558
2617,2025-02-14,106,303,901,13927,517,249
2618,2025-02-14,106,303,902,12989,643,363
2619,2025-02-14,106,303,905,14975,467,249
2620,2025-02-14,106,302,904,54300,1882,682
2621,2025-02-14,106,302,901,54700,916,370
2622,2025-02-14,103,303,905,24411,319,221
2623,2025-02-14,103,303,903,26221,493,224
2624,2025-02-14,102,304,901,51499,770,324
2625,2025-02-14,102,304,903,46158,2247,755
2626,2025-02-14,102,304,904,47201,2008,1005
2627,2025-02-14,102,303,902,85834,1279,391
2628,2025-02-14,102,303,902,84154,2978,1218
2629,2025-02-14,104,303,904,29077,585,258
2630,2025-02-14,104,303,902,30076,1123,628
2631,2025-02-14,104,302,901,63771,1165,754
2632,2025-02-14,104,306,901,52614,689,339
2633,2025-02-14,104,306,903,53065,1435,962
2634,2025-02-14,103,301,904,68054,982,538
2635,2025-02-14,103,301,903,65672,2113,1368
2636,2025-02-14,101,304,904,12455,144,59
2637,2025-02-14,101,304,901,13715,299,143
2638,2025-02-14,101,304,905,12950,524,225
2639,2025-02-14,104,305,901,67467,686,450
2640,2025-02-14,104,305,904,60232,673,440
2641,2025-02-14,104,305,901,57158,1840,1004
2642,2025-02-14,102,302,905,72857,2579,1341
2643,2025-02-15,102,306,901,79206,881,564
2644,2025-02-15,103,304,903,35028,1620,689
2645,2025-02-15,103,304,902,29909,568,364
2646,2025-02-15,104,301,903,46065,490,165
2647,2025-02-15,104,301,904,37854,554,378
2648,2025-02-15,104,301,901,43178,1583,981
2649,2025-02-15,101,304,905,63316,1408,514
2650,2025-02-15,105,302,903,72529,1813,785
2651,2025-02-15,106,304,901,20887,213,113
2652,2025-02-15,106,304,905,20118,763,350
2653,2025-02-15,106,304,901,21615,336,125
2654,2025-02-15,103,306,903,71691,1142,485
2655,2025-02-15,103,306,902,80573,3994,1247
2656,2025-02-15,103,306,905,84473,1690,941
2657,2025-02-15,103,303,901,19251,348,146
2658,2025-02-15,103,303,903,17200,528,176
2659,2025-02-15,103,303,904,17111,323,152
2660,2025-02-15,105,303,901,49210,897,523
2661,2025-02-15,105,303,903,47057,919,375
2662,2025-02-15,105,305,904,79447,796,549
2663,2025-02-15,105,305,905,69780,3258,1984
2664,2025-02-15,101,301,903,43888,571,291
2665,2025-02-15,101,301,904,43261,1271,713
2666,2025-02-15,101,301,902,51215,2004,1107
2667,2025-02-15,105,304,902,42311,716,356
2668,2025-02-15,105,304,903,42226,574,237
2669,2025-02-15,102,302,903,71334,3157,1389
2670,2025-02-15,106,303,902,62194,2383,1130
2671,2025-02-15,106,303,903,57497,1168,750
2672,2025-02-15,106,303,905,62689,643,246
2673,2025-02-15,102,302,903,33247,1123,588
2674,2025-02-15,102,302,903,33131,631,280
2675,2025-02-15,101,301,902,79926,2801,1829
2676,2025-02-15,101,301,905,75473,2611,860
2677,2025-02-15,101,301,902,78990,904,355
2678,2025-02-15,102,302,905,31751,744,292
2679,2025-02-15,102,302,902,31502,994,693
2680,2025-02-15,102,302,904,30702,806,477
2681,2025-02-15,103,303,901,91148,3501,1174
2682,2025-02-15,103,303,903,91865,1198,454
2683,2025-02-15,103,302,903,73160,1275,626
2684,2025-02-15,104,301,905,71219,2203,1260
2685,2025-02-15,105,302,901,82796,4125,2523
2686,2025-02-15,105,302,904,86147,1510,922
2687,2025-02-15,102,305,903,56160,2739,1724
2688,2025-02-15,102,305,901,58188,838,294
2689,2025-02-15,101,304,904,9475,154,59
2690,2025-02-15,101,304,903,8297,149,71
2691,2025-02-15,101,304,903,9963,155,59
2692,2025-02-15,106,304,903,30454,521,330
2693,2025-02-15,106,304,904,30680,748,306
2694,2025-02-15,104,305,905,11095,212,79
2695,2025-02-16,102,304,903,79360,855,349
2696,2025-02-16,106,304,903,69544,2674,1676
2697,2025-02-16,101,304,904,33525,899,493
2698,2025-02-16,101,304,905,39055,1694,1158
2699,2025-02-16,101,304,904,34460,928,496
2700,2025-02-16,101,301,902,47344,1268,739
2701,2025-02-16,101,301,901,48919,1820,886
2702,2025-02-16,103,301,901,45976,985,468
2703,2025-02-16,105,301,902,45946,2109,1061
2704,2025-02-16,105,301,902,49765,2016,620
2705,2025-02-16,105,301,903,48398,791,348
2706,2025-02-16,103,305,905,43173,862,291
2707,2025-02-16,103,305,901,37232,1429,955
2708,2025-02-16,103,305,903,41558,1821,1226
2709,2025-02-16,103,301,904,49469,1723,952
2710,2025-02-16,103,301,902,56143,1565,922
2711,2025-02-16,103,301,901,50430,1102,410
2712,2025-02-16,103,303,904,63835,2485,1520
2713,2025-02-16,103,303,901,69432,791,276
